ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
1725,Alex Meret,it ITA,GK,Napoli,it Serie A,27,1997,34,34,"3,005",33.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1726,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28,1996,28,17,"1,586",17.6,7,2,9,7,0,0,4,1,5.9,5.9,2.0,7.9,11,69,94,0.40,0.11,0.51,0.40,0.51,0.34,0.11,0.45,0.34,0.45,Matches
1727,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22,2002,27,21,"1,589",17.7,1,3,4,1,0,0,1,0,2.1,2.1,3.0,5.0,40,86,169,0.06,0.17,0.23,0.06,0.23,0.12,0.17,0.28,0.12,0.28,Matches
1728,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25,1999,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,22,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.15,0.15,0.15,Matches
1729,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21,2003,13,5,456,5.1,0,1,1,0,0,0,0,0,0.3,0.3,1.0,1.3,13,21,29,0.00,0.20,0.20,0.00,0.20,0.05,0.20,0.25,0.05,0.25,Matches
1730,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33,1991,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.11,0.11,0.21,0.11,0.21,0.25,0.07,0.33,0.15,0.23,Matches
1731,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24,1999,10,3,358,4.0,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,6,8,11,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22,Matches
1732,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1733,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32,1991,30,21,"1,928",21.4,2,0,2,2,0,0,5,0,1.9,1.9,0.7,2.5,64,136,148,0.09,0.00,0.09,0.09,0.09,0.09,0.03,0.12,0.09,0.12,Matches
1734,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1735,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,5.06,0.00,5.06,5.06,5.06,Matches
1736,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.17,0.70,0.87,0.17,0.87,Matches
1737,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1738,Miguel,es ESP,FW,Leganés,es La Liga,24,1999,34,17,"1,724",19.2,1,3,4,0,1,2,3,0,4.9,3.3,1.4,4.8,14,16,90,0.05,0.16,0.21,0.00,0.16,0.26,0.07,0.33,0.17,0.25,Matches
1739,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,2000,21,16,"1,288",14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0.00,0.21,0.21,0.00,0.21,0.17,0.08,0.25,0.17,0.25,Matches
1740,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,2000,34,13,"1,449",16.1,11,6,17,8,3,4,2,0,10.3,7.0,4.3,11.4,37,54,140,0.68,0.37,1.06,0.50,0.87,0.64,0.27,0.91,0.44,0.71,Matches
1741,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1742,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26,1997,37,37,"3,330",37.0,5,2,7,5,0,0,4,0,4.0,4.0,1.1,5.1,3,51,6,0.14,0.05,0.19,0.14,0.19,0.11,0.03,0.14,0.11,0.14,Matches
1743,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18,2006,14,1,313,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,2,17,8,0.29,0.00,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16,Matches
1744,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27,1997,37,37,"3,330",37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1745,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,1,0.10,0.10,0.19,0.10,0.19,0.06,0.05,0.11,0.06,0.11,Matches
1746,Luis Milla,es ESP,MF,Getafe,es La Liga,29,1994,33,32,"2,875",31.9,1,4,5,0,1,1,6,0,1.8,1.0,3.9,4.9,32,152,30,0.03,0.13,0.16,0.00,0.13,0.06,0.12,0.18,0.03,0.15,Matches
1747,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31,1992,20,1,456,5.1,3,0,3,3,0,0,3,0,1.5,1.5,0.3,1.8,9,13,27,0.59,0.00,0.59,0.59,0.59,0.29,0.06,0.35,0.29,0.35,Matches
1748,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22,2002,29,22,"1,843",20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48,Matches
1749,James Milner,eng ENG,MF,Brighton,eng Premier League,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
1750,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27,1996,27,27,"2,283",25.4,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,16,181,5,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1751,Yerry Mina,co COL,DF,Cagliari,it Serie A,29,1994,31,31,"2,569",28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0.00,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,Matches
1752,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,1995,31,27,"2,231",24.8,6,3,9,6,0,0,4,0,8.9,8.9,6.6,15.5,51,114,193,0.24,0.12,0.36,0.24,0.36,0.36,0.26,0.62,0.36,0.62,Matches
1753,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,15,25,16,0.13,0.00,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,Matches
1754,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31,1993,14,12,"1,120",12.4,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,7,40,1,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.08,0.07,0.08,Matches
1755,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1999,34,31,"2,729",30.3,4,6,10,4,0,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.13,0.20,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23,Matches
1756,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,18,2006,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1757,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,2004,32,20,"1,838",20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.20,0.49,0.29,0.49,0.20,0.24,0.44,0.20,0.44,Matches
1758,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25,1999,17,12,869,9.7,2,1,3,2,0,0,0,0,2.7,2.7,0.2,2.9,4,4,33,0.21,0.10,0.31,0.21,0.31,0.28,0.02,0.30,0.28,0.30,Matches
1759,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27,1997,20,5,753,8.4,1,2,3,1,0,0,4,0,3.0,3.0,0.7,3.8,10,20,28,0.12,0.24,0.36,0.12,0.36,0.36,0.09,0.45,0.36,0.45,Matches
1760,Juan Miranda,es ESP,DF,Bologna,it Serie A,24,2000,31,25,"2,277",25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0.00,0.24,0.24,0.00,0.24,0.03,0.24,0.27,0.03,0.27,Matches
1761,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,2003,25,22,"1,677",18.6,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,54,100,0.16,0.16,0.32,0.16,0.32,0.17,0.11,0.27,0.17,0.27,Matches
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24,1999,37,37,"3,092",34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.00,0.15,0.15,0.00,0.15,0.04,0.19,0.22,0.04,0.22,Matches
1763,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,1997,36,28,"2,603",28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,Matches
1764,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27,1997,31,28,"2,469",27.4,1,7,8,1,0,0,5,0,0.9,0.9,4.7,5.6,62,182,155,0.04,0.26,0.29,0.04,0.29,0.03,0.17,0.20,0.03,0.20,Matches
1765,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1997,15,6,464,5.2,1,0,1,1,0,0,0,1,1.1,1.1,0.8,1.9,11,15,23,0.19,0.00,0.19,0.19,0.19,0.21,0.15,0.36,0.21,0.36,Matches
1766,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35,1989,32,30,"2,396",26.6,1,4,5,1,0,0,4,0,1.5,1.5,2.7,4.2,72,199,93,0.04,0.15,0.19,0.04,0.19,0.06,0.10,0.16,0.06,0.16,Matches
1767,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,1.45,1.45,0.00,1.45,Matches
1768,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24,1999,20,4,608,6.8,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,16,22,43,0.00,0.15,0.15,0.00,0.15,0.07,0.12,0.19,0.07,0.19,Matches
1769,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38,1985,35,17,"1,827",20.3,2,6,8,2,0,0,7,0,1.6,1.6,7.0,8.5,62,208,63,0.10,0.30,0.39,0.10,0.39,0.08,0.34,0.42,0.08,0.42,Matches
1770,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,18,2006,12,5,451,5.0,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.3,6,10,36,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.27,0.15,0.27,Matches
1771,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25,1999,5,0,58,0.6,1,0,1,1,0,0,0,0,2.3,2.3,0.0,2.3,1,1,4,1.55,0.00,1.55,1.55,1.55,3.53,0.00,3.53,3.53,3.53,Matches
1772,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,1997,30,11,"1,252",13.9,5,0,5,5,0,0,3,0,5.5,5.5,0.4,5.9,11,20,50,0.36,0.00,0.36,0.36,0.36,0.40,0.03,0.43,0.40,0.43,Matches
1773,Johan Mojica,co COL,DF,Mallorca,es La Liga,31,1992,36,30,"2,755",30.6,1,2,3,1,0,0,5,0,0.9,0.9,4.1,5.0,66,130,142,0.03,0.07,0.10,0.03,0.10,0.03,0.13,0.16,0.03,0.16,Matches
1774,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,1.21,0.00,1.21,1.21,1.21,Matches
1775,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,2003,35,32,"2,714",30.2,6,1,7,6,0,0,5,0,5.6,5.6,3.3,8.9,97,116,179,0.20,0.03,0.23,0.20,0.23,0.19,0.11,0.30,0.19,0.30,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1776,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26,1998,30,17,"1,590",17.7,0,3,3,0,0,0,1,0,0.8,0.8,1.5,2.3,35,61,96,0.00,0.17,0.17,0.00,0.17,0.05,0.08,0.13,0.05,0.13,Matches
1777,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.24,0.12,0.24,Matches
1778,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26,1998,32,26,"2,099",23.3,0,0,0,0,0,0,8,0,1.6,1.6,3.7,5.3,25,107,51,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Matches
1779,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,15,2009,7,0,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,3,10,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14,Matches
1780,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27,1997,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1781,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28,1996,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1782,Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16,2007,10,3,366,4.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,12,9,40,0.00,0.25,0.25,0.00,0.25,0.05,0.08,0.13,0.05,0.13,Matches
1783,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,1992,16,13,"1,099",12.2,5,0,5,5,0,0,5,0,3.9,3.9,0.8,4.7,18,26,63,0.41,0.00,0.41,0.41,0.41,0.32,0.07,0.39,0.32,0.39,Matches
1784,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23,2001,26,6,907,10.1,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,1,19,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1785,Diego Moreira,be BEL,"DF,MF",Strasbourg,fr Ligue 1,19,2004,32,29,"2,568",28.5,2,7,9,2,0,0,4,1,2.0,2.0,7.3,9.3,99,87,245,0.07,0.25,0.32,0.07,0.32,0.07,0.25,0.33,0.07,0.33,Matches
1786,Alberto Moreno,es ESP,DF,Como,it Serie A,32,1992,24,21,"1,727",19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
1787,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31,1993,15,11,955,10.6,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.4,26,34,34,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.13,0.02,0.13,Matches
1788,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,1992,17,6,721,8.0,3,2,5,0,3,3,0,0,4.2,1.8,3.6,5.5,19,53,60,0.37,0.25,0.62,0.00,0.25,0.53,0.45,0.98,0.23,0.69,Matches
1789,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20,2003,4,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1790,Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1791,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,1996,31,23,"2,021",22.5,3,2,5,3,0,0,5,0,2.9,2.9,1.6,4.5,48,102,144,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.20,0.13,0.20,Matches
1792,Mateu Morey,es ESP,DF,Mallorca,es La Liga,24,2000,16,8,741,8.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,17,17,32,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
1793,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21,2003,33,22,"2,132",23.7,1,1,2,1,0,0,9,1,1.7,1.7,1.5,3.2,34,119,64,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.14,0.07,0.14,Matches
1794,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25,1999,23,15,"1,338",14.9,0,0,0,0,0,0,7,0,0.6,0.6,0.3,0.9,16,88,39,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
1795,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26,1998,22,15,"1,208",13.4,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,17,93,21,0.00,0.15,0.15,0.00,0.15,0.04,0.06,0.10,0.04,0.10,Matches
1796,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,2002,33,26,"2,341",26.0,4,5,9,4,0,0,2,0,4.1,4.1,5.7,9.8,112,81,190,0.15,0.19,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38,Matches
1797,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32,1991,33,31,"2,751",30.6,1,1,2,1,0,0,10,0,0.4,0.4,1.2,1.6,22,120,13,0.03,0.03,0.07,0.03,0.07,0.01,0.04,0.05,0.01,0.05,Matches
1798,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18,2005,6,0,84,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,3,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
1799,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20,2004,37,37,"3,319",36.9,1,0,1,1,0,0,6,0,0.4,0.4,0.0,0.4,35,123,6,0.03,0.00,0.03,0.03,0.03,0.01,0.00,0.01,0.01,0.01,Matches
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,1999,35,12,"1,375",15.3,5,1,6,5,0,0,4,0,6.6,6.6,1.3,7.9,17,25,83,0.33,0.07,0.39,0.33,0.39,0.44,0.08,0.52,0.44,0.52,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1801,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
1802,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,1998,31,24,"2,104",23.4,5,2,7,5,0,0,3,0,5.1,5.1,1.8,6.9,53,47,139,0.21,0.09,0.30,0.21,0.30,0.22,0.08,0.29,0.22,0.29,Matches
1803,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19,2005,14,10,946,10.5,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,4,22,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1804,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,2001,22,13,"1,039",11.5,0,1,1,0,0,0,2,0,1.1,1.1,1.1,2.2,20,43,31,0.00,0.09,0.09,0.00,0.09,0.09,0.10,0.19,0.09,0.19,Matches
1805,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19,2004,11,2,204,2.3,2,1,3,2,0,0,0,0,2.2,2.2,0.8,3.0,2,6,12,0.88,0.44,1.32,0.88,1.32,0.96,0.36,1.32,0.96,1.32,Matches
1806,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29,1994,16,1,347,3.9,1,0,1,1,0,0,2,0,3.2,3.2,0.0,3.2,8,11,27,0.26,0.00,0.26,0.26,0.26,0.82,0.01,0.83,0.82,0.83,Matches
1807,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25,1999,17,8,622,6.9,1,0,1,1,0,0,3,0,3.2,3.2,0.6,3.8,15,33,41,0.14,0.00,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,Matches
1808,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22,2002,25,20,"1,849",20.5,0,1,1,0,0,0,7,0,0.9,0.9,0.9,1.8,14,46,1,0.00,0.05,0.05,0.00,0.05,0.05,0.04,0.09,0.05,0.09,Matches
1809,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,24,12,"1,045",11.6,0,1,1,0,0,0,2,0,1.3,1.3,1.3,2.6,18,54,51,0.00,0.09,0.09,0.00,0.09,0.11,0.11,0.22,0.11,0.22,Matches
1810,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1811,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.00,0.00,0.00,0.00,0.00,0.15,0.58,0.73,0.15,0.73,Matches
1812,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19,2004,22,14,"1,190",13.2,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,19,57,43,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.11,0.06,0.11,Matches
1813,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26,1997,15,10,899,10.0,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,20,36,28,0.10,0.00,0.10,0.10,0.10,0.14,0.10,0.24,0.14,0.24,Matches
1814,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26,1997,9,8,753,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1815,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33,1991,33,33,"2,939",32.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1816,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31,1993,6,5,475,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1817,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,1989,30,12,"1,225",13.6,1,4,5,1,0,0,3,0,3.8,3.8,2.9,6.7,24,50,143,0.07,0.29,0.37,0.07,0.37,0.28,0.21,0.49,0.28,0.49,Matches
1818,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26,1998,24,24,"2,017",22.4,2,1,3,2,0,0,6,1,0.6,0.6,0.2,0.8,12,40,6,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,Matches
1819,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,1996,14,12,"1,078",12.0,2,1,3,2,0,0,0,0,3.3,3.3,1.8,5.1,9,10,35,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,Matches
1820,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28,1996,19,19,"1,692",18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32,Matches
1821,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches
1822,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26,1997,21,13,"1,098",12.2,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.4,26,38,28,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
